iter	Logloss
0	0.5774996405
1	0.5012034051
2	0.4397049796
3	0.3974938515
4	0.3595708306
5	0.3321308767
6	0.310771805
7	0.2935140262
8	0.2754995892
9	0.2591310002
10	0.2410028919
11	0.2317585374
12	0.219831713
13	0.2132873989
14	0.2050344464
15	0.1931586449
16	0.1872137717
17	0.1798384488
18	0.1756674602
19	0.1718814592
20	0.167740763
21	0.1617442029
22	0.1587189311
23	0.1525924688
24	0.1507638097
25	0.1484872562
26	0.1443344416
27	0.1429183701
28	0.1411784526
29	0.1382413449
30	0.1363527484
31	0.1336947265
32	0.131155995
33	0.1272415714
34	0.1252582875
35	0.1226427692
36	0.121784215
37	0.1198426486
38	0.1172578765
39	0.1139172735
40	0.1129722235
41	0.1099216394
42	0.1073227222
43	0.1054370592
44	0.1038328779
45	0.1033102887
46	0.1011320185
47	0.09995386064
48	0.09901840918
49	0.09726398589
50	0.09527140362
51	0.09301356279
52	0.09259815532
53	0.0917456878
54	0.09029522265
55	0.08842816427
56	0.08661347731
57	0.0847988213
58	0.08266894323
59	0.08111924093
60	0.08001331261
61	0.07892499735
62	0.07733693719
63	0.07636981091
64	0.0751616076
65	0.07377496206
66	0.0726302003
67	0.07200322836
68	0.07097662581
69	0.06981056096
70	0.06798484626
71	0.0671167824
72	0.06615770066
73	0.06461508242
74	0.06376781009
75	0.0629921819
76	0.06224916456
77	0.06144743338
78	0.06109203751
79	0.06053790476
80	0.05967392971
81	0.05893421002
82	0.05804167502
83	0.05686684368
84	0.05620878057
85	0.05556658452
86	0.0549960133
87	0.05416238699
88	0.05335106474
89	0.05284887874
90	0.05209976701
91	0.05121066403
92	0.05111475727
93	0.05032188077
94	0.04978890979
95	0.04927209061
96	0.04870200564
97	0.04806529583
98	0.0477413003
99	0.0472517687
100	0.04656414082
101	0.04616558351
102	0.04556683468
103	0.04446753515
104	0.0440659939
105	0.04349029617
106	0.04316222026
107	0.04239830761
108	0.04188759254
109	0.04126766993
110	0.04069628698
111	0.04043547087
112	0.03999609459
113	0.0395348152
114	0.03880650114
115	0.03836761029
116	0.03811001565
117	0.03799109415
118	0.0375512042
119	0.03682404662
120	0.03617319631
121	0.03574513792
122	0.03538544118
123	0.03516951003
124	0.03504174929
125	0.03498906854
126	0.03450261871
127	0.03440783993
128	0.03399530045
129	0.03365670004
130	0.03311710852
131	0.03254621373
132	0.03244206766
133	0.03221500567
134	0.03178614588
135	0.03149693026
136	0.0311082769
137	0.0307554595
138	0.03063448954
139	0.03028743605
140	0.03018595029
141	0.02964045608
142	0.02935821614
143	0.02901766055
144	0.02890466212
145	0.02863158796
146	0.02817208214
147	0.02785405224
148	0.02777108382
149	0.02761297099
150	0.02727029829
151	0.02708257479
152	0.02691763787
153	0.02684343556
154	0.0268236005
155	0.02663066095
156	0.02625770567
157	0.02616943611
158	0.02592513876
159	0.02574954746
160	0.02550747074
161	0.02530903697
162	0.02514812169
163	0.02508700426
164	0.02472486273
165	0.02445771309
166	0.02409990548
167	0.02383041193
168	0.02352493459
169	0.0233701635
170	0.02317762569
171	0.02306495804
172	0.0228334012
173	0.02255840279
174	0.02234358288
175	0.0221205819
176	0.02203143762
177	0.02175456026
178	0.02169704499
179	0.02156345728
180	0.02150361513
181	0.02139380612
182	0.0211902336
183	0.02114319671
184	0.0208501022
185	0.02064958707
186	0.02053360851
187	0.02045541206
188	0.02028057515
189	0.02018790027
190	0.0201156931
191	0.01987051342
192	0.01978260168
193	0.01976771244
194	0.01968245627
195	0.01952811699
196	0.01932327278
197	0.01913644413
198	0.01899628574
199	0.01889609643
